State,County,Poor or fair health,Poor mental health days,Health care costs
VA,Roanoke city,0.176,4.3,8619.0
VA,Rockbridge County,0.08,1.4,7963.0
VA,Rockbridge County,0.08,1.4,8104.0
VA,Rockingham County,0.11,2.6,8177.0
VA,Rockingham County,0.11,2.6,8544.0
VA,Russell County,0.294,5.0,11034.0
VA,Russell County,0.294,5.0,11086.0
VA,Salem city,0.152,,8380.0
VA,Salem city,0.152,,8650.0
VA,Scott County,0.23,4.1,11108.0
VA,Scott County,0.23,4.1,10724.0
VA,Shenandoah County,0.13,2.8,8133.0
VA,Shenandoah County,0.13,2.8,8535.0
VA,Smyth County,0.287,5.6,9914.0
VA,Smyth County,0.287,5.6,9935.0
VA,Southampton County,0.133,,8544.0
VA,Southampton County,0.133,,9141.0
VA,Spotsylvania County,0.135,2.9,10120.0
VA,Spotsylvania County,0.135,2.9,9770.0
VA,Stafford County,0.107,3.6,9984.0
VA,Stafford County,0.107,3.6,9963.0
VA,Staunton city,,,9053.0
VA,Staunton city,,,8872.0
VA,Suffolk city,0.13,2.8,8710.0
VA,Suffolk city,0.13,2.8,9105.0
VA,Surry County,0.143,,8086.0
VA,Surry County,0.143,,7504.0
VA,Sussex County,0.156,,9356.0
VA,Sussex County,0.156,,9593.0
VA,Tazewell County,0.291,6.3,11078.0
VA,Tazewell County,0.291,6.3,10485.0
VA,Virginia Beach city,0.125,3.5,9242.0
VA,Virginia Beach city,0.125,3.5,9457.0
VA,Warren County,0.138,4.3,8189.0
VA,Warren County,0.138,4.3,8400.0
VA,Washington County,0.187,3.8,9870.0
VA,Washington County,0.187,3.8,9657.0
VA,Waynesboro city,,,8126.0
VA,Waynesboro city,,,8395.0
VA,Westmoreland County,0.156,,8812.0
VA,Westmoreland County,0.156,,9434.0
VA,Williamsburg city,,,8012.0
VA,Williamsburg city,,,8225.0
VA,Winchester city,0.281,,7690.0
VA,Winchester city,0.281,,7971.0
VA,Wise County,0.239,6.6,12149.0
VA,Wise County,0.239,6.6,11456.0
VA,Wythe County,0.27,3.6,10046.0
VA,Wythe County,0.27,3.6,10377.0
VA,York County,0.065,2.5,8604.0
VA,York County,0.065,2.5,8828.0
WV,Barbour County,0.241,3.7,10619.0
WV,Barbour County,0.241,3.7,10544.0
WV,Berkeley County,0.162,3.8,8693.0
WV,Berkeley County,0.162,3.8,8691.0
WV,Boone County,0.304,5.5,11022.0
WV,Boone County,0.304,5.5,11381.0
WV,Braxton County,0.25,3.4,7424.0
WV,Braxton County,0.25,3.4,8781.0
WV,Brooke County,0.19,4.2,12427.0
WV,Brooke County,0.19,4.2,11709.0
WV,Cabell County,0.211,4.7,9600.0
WV,Cabell County,0.211,4.7,9896.0
WV,Calhoun County,0.217,3.9,10146.0
WV,Calhoun County,0.217,3.9,10669.0
WV,Clay County,0.269,4.1,9854.0
WV,Clay County,0.269,4.1,10140.0
WV,Doddridge County,0.159,3.8,9200.0
WV,Doddridge County,0.159,3.8,8809.0
WV,Fayette County,0.225,5.1,10397.0
WV,Fayette County,0.225,5.1,11651.0
WV,Gilmer County,0.247,4.4,9502.0
WV,Gilmer County,0.247,4.4,10386.0
WV,Grant County,0.236,5.3,8258.0
WV,Grant County,0.236,5.3,9099.0
WV,Greenbrier County,0.209,3.7,9555.0
WV,Greenbrier County,0.209,3.7,8927.0
WV,Hampshire County,0.189,3.4,8809.0
WV,Hampshire County,0.189,3.4,9011.0
WV,Hancock County,0.172,4.5,11248.0
WV,Hancock County,0.172,4.5,11682.0
WV,Hardy County,0.166,3.9,8812.0
WV,Hardy County,0.166,3.9,8782.0
WV,Harrison County,0.184,4.3,9518.0
WV,Harrison County,0.184,4.3,9405.0
WV,Jackson County,0.211,3.8,10024.0
WV,Jackson County,0.211,3.8,9800.0
WV,Jefferson County,0.157,3.3,7842.0
WV,Jefferson County,0.157,3.3,8018.0
WV,Kanawha County,0.207,4.3,9695.0
WV,Kanawha County,0.207,4.3,9799.0
WV,Lewis County,0.223,5.6,9013.0
WV,Lewis County,0.223,5.6,9228.0
WV,Lincoln County,0.303,4.6,10473.0
WV,Lincoln County,0.303,4.6,9784.0
WV,Logan County,0.313,5.9,12418.0
WV,Logan County,0.313,5.9,11920.0
WV,Marion County,0.176,3.4,10438.0
WV,Marion County,0.176,3.4,10073.0
WV,Marshall County,0.174,4.3,10183.0
WV,Marshall County,0.174,4.3,10218.0
WV,Mason County,0.209,3.8,9933.0
WV,Mason County,0.209,3.8,9907.0
WV,McDowell County,0.328,5.5,9893.0
WV,McDowell County,0.328,5.5,10992.0
WV,Mercer County,0.232,5.1,9932.0
WV,Mercer County,0.232,5.1,10542.0
WV,Mineral County,0.148,3.5,10387.0
WV,Mineral County,0.148,3.5,9867.0
WV,Mingo County,0.336,6.3,11525.0
WV,Mingo County,0.336,6.3,11805.0
WV,Monongalia County,0.161,4.2,9968.0
WV,Monongalia County,0.161,4.2,10003.0
WV,Monroe County,0.214,4.1,10536.0
WV,Monroe County,0.214,4.1,10029.0
WV,Morgan County,0.21,3.8,9018.0
WV,Morgan County,0.21,3.8,8879.0
WV,Nicholas County,0.257,4.5,8931.0
WV,Nicholas County,0.257,4.5,9233.0
WV,Ohio County,0.14,3.4,9250.0
WV,Ohio County,0.14,3.4,10228.0
WV,Pendleton County,0.138,2.5,9087.0
WV,Pendleton County,0.138,2.5,9055.0
WV,Pleasants County,0.127,3.1,11921.0
WV,Pleasants County,0.127,3.1,10996.0
WV,Pocahontas County,0.256,3.9,9114.0
WV,Pocahontas County,0.256,3.9,8670.0
WV,Preston County,0.193,3.9,10781.0
WV,Preston County,0.193,3.9,10007.0
WV,Putnam County,0.173,3.6,10721.0
WV,Putnam County,0.173,3.6,10346.0
WV,Raleigh County,0.258,4.9,10639.0
WV,Raleigh County,0.258,4.9,10587.0
WV,Randolph County,0.221,4.6,9709.0
WV,Randolph County,0.221,4.6,9183.0
WV,Ritchie County,0.19,3.3,9614.0
WV,Ritchie County,0.19,3.3,9479.0
WV,Roane County,0.263,3.6,9501.0
WV,Roane County,0.263,3.6,10481.0
WV,Summers County,0.227,4.0,8900.0
WV,Summers County,0.227,4.0,9054.0
WV,Taylor County,0.268,4.1,9351.0
WV,Taylor County,0.268,4.1,10428.0
WV,Tucker County,0.151,4.2,8641.0
WV,Tucker County,0.151,4.2,8899.0
WV,Tyler County,0.158,3.0,12397.0
WV,Tyler County,0.158,3.0,11793.0
WV,Upshur County,0.194,3.2,7677.0
WV,Upshur County,0.194,3.2,7789.0
WV,Wayne County,0.285,6.1,9571.0
WV,Wayne County,0.285,6.1,9459.0
WV,Webster County,0.239,3.7,9408.0
WV,Webster County,0.239,3.7,9617.0
WV,Wetzel County,0.231,3.7,10219.0
WV,Wetzel County,0.231,3.7,10414.0
WV,Wirt County,0.161,2.5,10036.0
WV,Wirt County,0.161,2.5,10459.0
WV,Wood County,0.205,5.1,10707.0
WV,Wood County,0.205,5.1,10355.0
WV,Wyoming County,0.348,7.7,10662.0
WV,Wyoming County,0.348,7.7,10593.0
